Title,Release Year,Locations,Coordinates
"Murder in the First, Season 1",2014,"Alamo Square Park, San Francisco",37.7763694 -122.434819
"Murder in the First, Season 1",2014,"50 California Street, San Francisco",37.7940487 -122.3973037
"Murder in the First, Season 1",2014,"373 Columbus Avenue, San Francisco",37.7983786 -122.4078578
"Murder in the First, Season 1",2014,"350 Union Street, San Francisco",37.801101 -122.4053576
"Murder in the First, Season 2",2015,"Potrero Hill Recreation Center (801 Arkansas Street), San Francisco",37.7561624 -122.3972493
"Murder in the First, Season 2",2015,"1243 19th Street, San Francisco",37.7611935 -122.3952459
"Murder in the First, Season 2",2015,"372/374 Pennsylvania Avenue , San Francisco",37.7618033 -122.3938338
"Murder in the First, Season 2",2015,"Stevenson Alley, San Francisco",37.7800694 -122.4118851
"Murder in the First, Season 2",2015,"901 Missouri Street, San Francisco",37.7548219 -122.3955818
"Murder in the First, Season 2",2015,"83 Watchman Way, San Francisco",37.7550507 -122.3950942
"Murder in the First, Season 2",2015,"1059 Texas Street, San Francisco",37.7529055 -122.3946294
"Murder in the First, Season 2",2015,"Sue Bierman Park, San Francisco",37.7961171 -122.396016
"Murder in the First, Season 2",2015,"Embarcadero Street at Washington Street, San Francisco",37.7966899 -122.3956093
"Murder in the First, Season 2",2015,"Treasure Island, San Francisco",37.8235515 -122.370648
"Murder in the First, Season 2",2015,"Pier 50, San Francisco",37.7739371 -122.3848022
"Murder in the First, Season 2",2015,"435 Broadway, San Francisco",37.7980182 -122.4044996
"Murder in the First, Season 2",2015,"Columbus Avenue between Washington and Bay Streets, San Francisco",37.8008473 -122.4099791
"Murder in the First, Season 2",2015,"Grant Avenue between Clay and Washington Streets, San Francisco",37.7974867 -122.4069752
"Murder in the First, Season 2",2015,"1400 16th Street, San Francisco",37.7668643 -122.4013308
"Murder in the First, Season 2",2015,"Pennsylvania Avenue at 19th Street, San Francisco",37.7614837 -122.3935108
"Murder in the First, Season 2",2015,"Harriet Street between Bryant and Brannan Streets, San Francisco",37.7747389 -122.4022683
"Murder in the First, Season 2",2015,"Boardman Place between Bryant and Brannan Streets, San Francisco",37.7747278 -122.4030892
"Murder in the First, Season 3",2016,"Golden Gate Park, San Francisco",37.7694208 -122.4862138
"Murder in the First, Season 3",2016,"Civic Center Plaza, San Francisco",37.7795107 -122.4176677
"Murder in the First, Season 3",2016,"500 Grove Street, San Francisco",37.7777521 -122.4250694
"Murder in the First, Season 3",2016,"600 Octavia Street, San Francisco",37.7778237 -122.4247155
"Murder in the First, Season 3",2016,"535 Octavia Street, San Francisco",37.777229 -122.4249441
"Murder in the First, Season 3",2016,"Patricia's Green, San Francisco",37.7762408 -122.4244258
"Murder in the First, Season 3",2016,"Ivy Street between Laguna and Gough Streets, San Francisco",37.7772495 -122.4239176
"Murder in the First, Season 3",2016,"Linden Alley between Octavia and Gough Streets, San Francisco",37.776115 -122.4253957
"Murder in the First, Season 3",2016,"Hall of Justice (850 Bryant Street), San Francisco",37.775471 -122.4037169
"Murder in the First, Season 3",2016,"Harriet Alley, San Francisco",37.7764971 -122.4041981
"Murder in the First, Season 3",2016,"Howard Street at Steuart Street, San Francisco",37.7920034 -122.3916688
"Murder in the First, Season 3",2016,"Red's Java House (Pier 30), San Francisco",37.7872148 -122.3874311
"Murder in the First, Season 3",2016,"887 De Haro Street, San Francisco",37.7586377 -122.4007776
"Murder in the First, Season 3",2016,"Pier 96, San Francisco",37.7418606 -122.3723858
"Murder in the First, Season 3",2016,"2633 Vallejo Street, San Francisco",37.7943927 -122.4406706
Need For Speed,2014,"Embarcadero from Broadway to Folsom, San Francisco",37.7959394 -122.4218895
Need For Speed,2014,"California St from Taylor to Powell, San Francisco",37.78627420000001 -122.4110411
Need For Speed,2014,"Mason St from Pine to Sacramento, San Francisco",37.7958565 -122.4116509
Need For Speed,2014,"Powell St. from Geary to Sacramento, San Francisco",37.7930785 -122.4092605
Never Die Twice,2001,"Postcard Row (Alamo Square, Hayes Valley), San Francisco",37.7762593 -122.432758
Nine Months,1995,"The Malloch Apartment Building (1360 Montgomery Street), San Francisco",37.8017724 -122.4043841
Nine Months,1995,"Wasteland Store (1600 Haight Street), San Francisco",37.769794 -122.4496178
Nine Months,1995,"Star's Caf� (55 Golden Gate Avenue at Van Ness), San Francisco",37.7752525 -122.41955
Nine Months,1995,"St. Peter & Paul's Church (666 Filbert Street, Washington Square), San Francisco",37.8013901 -122.4101618
Nine Months,1995,"San Francisco General Hospital Medical Center (1001 Potrero Avenue, Potrero Hill), San Francisco",37.7556526 -122.4053537
Nine Months,1995,"Pierce Street between Pacific & Green Streets, San Francisco",37.7868076 -122.4368102
Nine Months,1995,"Montgomery & Vallejo Streets, San Francisco",37.799174 -122.4040675
Nine Months,1995,"Marathon Plaza (303 2nd Street), San Francisco",37.7854089 -122.3962647
Nine Months,1995,"Jones Street at Bush, San Francisco",37.7895396 -122.4137511
Nine Months,1995,"Jack Kerouac Alley between Columbus & Grant Streets, San Francisco",37.7981777 -122.4071468
Nine Months,1995,"Chrissy Field, San Francisco",37.8040257 -122.4650165
Nine Months,1995,"Belli Building (722 Montgomery Street at Washington), San Francisco",37.7961357 -122.4031987
Nine Months,1995,"Alamo Square, San Francisco",37.7774994 -122.433252
Nine Months,1995,"60 Spear Street, San Francisco",37.7925749 -122.3945751
Nine Months,1995,"101 Henry Adams Place, 4th Floor, San Francisco",37.7681477 -122.4034548
Nine to Five,1980,"Albert S. Samuels Clock (856 Market Street between Powell and Stockton), San Francisco",37.7850278 -122.4069149
Nora Prentiss,1947,"Belgravia Apartments (795 Sutter Street at Jones), San Francisco",37.7885369 -122.4132913
On the Road,2012,"Bay Bridge, San Francisco",37.7982799 -122.3778182
On the Road,2012,"Sacramento & Montgomery Streets, San Francisco",37.7937989 -122.4029789
On the Road,2012,"2017 23rd Street, San Francisco",37.7544983 -122.4000696
On the Road,2012,"Filbert & Leavenworth Streets, San Francisco",37.8003487 -122.4176339
Pacific Heights,1990,"Texas & 19th Streets (Potrero Hill), San Francisco",37.7613708 -122.3954666
Pacific Heights,1990,"Financial District, San Francisco",37.7945742 -122.3999445
Pacific Heights,1990,"Chinatown, San Francisco",37.7941378 -122.4077914
Pal Joey,1957,"Spreckels Mansion (2080 Washington Street, Pacific Heights), San Francisco",37.792733 -122.427541
Pal Joey,1957,"Coit Tower, San Francisco",37.8023949 -122.4058222
Pal Joey,1957,"Barbary Coast, San Francisco",37.781907 -122.4078286
Parks and Recreation,2014,"Filbert from Hyde to Leavenworth, San Francisco",37.7995077 -122.4241083
Parks and Recreation,2014,"Columbus and Green, San Francisco",37.7985413 -122.4076705
Parks and Recreation,2014,"Larkin & Fulton, San Francisco",37.779594 -122.4168277
Parks and Recreation,2014,"Embarcadero & Market, San Francisco",37.7734494 -122.4213231
Patch Adams,1998,"Treasure Island, San Francisco",37.8235515 -122.370648
Patch Adams,1998,"Sheraton Palace Hotel (639 Market Street), San Francisco",37.7881439 -122.4017237
Patch Adams,1998,"Presidio (Golden Gate National Recreation Area), San Francisco",37.8480388 -122.5294085
Patty Hearst,1988,"Bank of America (38th Street at Balboa Street), San Francisco",37.77550799999999 -122.4985236
Patty Hearst,1988,"Postcard Row (Alamo Square, Hayes Valley), San Francisco",37.7762593 -122.432758
Petulia,1968,"Japanese Tea Garden, Hagiwara Tea Garden Drive, Golden Gate Park, San Francisco",37.7700914 -122.470436
Petulia,1968,"Fairmont Hotel (950 Mason Street, Nob Hill), San Francisco",37.7923723 -122.4105611
Petulia,1968,"Pier 43 1/2, San Francisco",37.809041 -122.414528
Petulia,1968,"Cala Foods (California Street and Hyde), San Francisco",37.7907129 -122.4177829
Petulia,1968,"307 Filbert Street, San Francisco",37.8018463 -122.4050336
Petulia,1968,"2417 Franklin Street, San Francisco",37.79669 -122.425606
Petulia,1968,"Fort Point (Presidio, Golden Gate National Recreation Area), San Francisco",37.8106185 -122.4770527
Phenomenon,1996,"Treasure Island, San Francisco",37.8235515 -122.370648
"Play it Again, Sam",1972,"Balboa at 22nd Avenue, San Francisco",37.7764599 -122.4812627
"Play it Again, Sam",1972,"The Music Concourse (Martin Luther King, Jr. Drive, Golden Gate Park), San Francisco",37.7698293 -122.466105
"Play it Again, Sam",1972,"Surf Theater (4520 Irving Street), San Francisco",37.762493 -122.5066205
"Play it Again, Sam",1972,"Hyde Street Cable Car, San Francisco",37.7847198 -122.4076676
"Play it Again, Sam",1972,"Aquatic Park (Jefferson Street), San Francisco",37.80774299999999 -122.42415
"Play it Again, Sam",1972,"15-17 Fresno Street, San Francisco",37.7985508 -122.4059264
Playing Mona Lisa,2000,"Conservatory of Flowers (Golden Gate Park), San Francisco",37.7725895 -122.4601934
Pleasure of His Company,1961,"Grace Cathedral Episcopal Church (1100 California Street), San Francisco",37.7918581 -122.4134328
Pleasure of His Company,1961,"2700 Vallejo Street (Pacific Heights), San Francisco",37.7946105 -122.4420204
Point Blank,1967,"Fort Point (Presidio, Golden Gate National Recreation Area), San Francisco",37.8106185 -122.4770527
Point Blank,1967,"Alcatraz Island, San Francisco",37.8269775 -122.4229555
Pushing Dead,2016,"Blind Cat, 3050 24th Street, San Francisco, San Francisco",37.7527597 -122.4132336
Pushing Dead,2016,"Cordova Market, 301 Rolph Street, San Francisco, San Francisco",37.7135191 -122.436377
Pushing Dead,2016,"915 Naples, San Francisco, San Francisco",37.7150596 -122.4352686
Pushing Dead,2016,"Infield Batting Cages, 1888 Clement Street, San Francisco",37.7825272 -122.4792965
Pushing Dead,2016,"42 Walter Street, San Francisco",37.7684271 -122.4326346
Pushing Dead,2016,"Church Street MUNI Station, San Francisco",37.7674572 -122.4292287
Pushing Dead,2016,"Double Happiness Health, 3380 20th Street, San Francisco",37.7589773 -122.4167034
Pushing Dead,2016,"Ele Nino Traiing Cetner, 2920 3rd Street, San Francisco",37.75208 -122.388246
Pushing Dead,2016,"Matching Half Caf�, 1799 McAllister Street, San Francisco",37.7772762 -122.4414404
Pushing Dead,2016,"433 Baker Street, , San Francisco",37.7750336 -122.4415263
Pushing Dead,2016,"Mission Neibhrohood Health Cetner, 240 Shotweel Street, San Francisco",37.764599 -122.416586
Pushing Dead,2016,"Octavia at Grove Street, San Francisco",37.777618 -122.4248359
Pushing Dead,2016,"Koshland Park, San Francisco",37.77327760000001 -122.4267285
Pushing Dead,2016,"Daniel's Pharmacy, 943 Geneva Ave, San Francisco",37.7163218 -122.4403456
Pushing Dead,2016,"5th Ave @ Fulton Street in Golden Gate Park, San Francisco",37.7737373 -122.4627045
Pushing Dead,2016,"Uva Enoteca, 568 Haight Street, San Francisco",37.7720558 -122.4316081
Pushing Dead,2016,"Turk Street between Steiner and Scott Streets, San Francisco",37.7749295 -122.4194155
Quicksilver,1986,"Pacific Stock Exchange, San Francisco",37.7916676 -122.4012528
Quitters,2015,"1536 Noe St., San Francisco",37.7444907 -122.4313848
Quitters,2015,"24 Hill St., San Francisco",37.75254169999999 -122.4135418
Quitters,2015,"21st St & Sanchez, San Francisco",37.756369 -122.4301273
Quitters,2015,"4015 21st St, San Francisco",37.7558724 -122.4361737
Quitters,2015,"Tank Hill Park, San Francisco",37.759931 -122.4477144
Quitters,2015,"Clement St. from 6th to 7th Ave. , San Francisco",37.7831283 -122.4645362
Quitters,2015,"Wine Impression, San Francisco",37.7864371 -122.4510344
Quitters,2015,"Clement St. from 5th and 7th Ave. , San Francisco",37.78271549999999 -122.4653056
Quitters,2015,"Claire Lilienthal Elementary School, San Francisco",37.7871537 -122.4579983
Quitters,2015,"Yerba Buena Gardens, San Francisco",37.7850153 -122.4023464
Quitters,2015,"Tonga Room, San Francisco",37.7921357 -122.4099773
Quitters,2015,"Cal-Mart Supermarket, San Francisco",37.7861918 -122.4528223
Quitters,2015,"McLaren Lodge, San Francisco",37.7718795 -122.4547308
Quitters,2015,"Bechelli's Flower Market Caf�, San Francisco",37.7751548 -122.4010668
Quitters,2015,"923 Vermont St., San Francisco",37.7579997 -122.4037415
Quitters,2015,"Geary from 22nd Ave to Arguello, San Francisco",37.78129 -122.4601896
Red Diaper Baby,2004,"Magic Theater (Fort Mason, Golden Gate National Recreation Area), San Francisco",37.807047 -122.4307656
Red Widow,2013,"York & 24th St., San Francisco",37.7528607 -122.408214
Red Widow,2013,"2nd St & Howard, San Francisco",37.7867674 -122.3982376
Red Widow,2013,"Montgomery & Market Streets, San Francisco",37.7887998 -122.4020053
Red Widow,2013,"Broadway & Taylor, San Francisco",37.797071 -122.413562
Red Widow,2013,"Mason & Sacramento St, San Francisco",37.7927762 -122.4110042
Red Widow,2013,"Geary & 27th Ave, San Francisco",37.7800493 -122.4869012
Red Widow,2013,"Geary & 20th Ave, San Francisco",37.7802754 -122.479395
Red Widow,2013,"Pioneer Park at Coit Tower, San Francisco",37.8028575 -122.4059887
Red Widow,2013,"Vallejo Street Garage, San Francisco",37.798724 -122.4099113
Red Widow,2013,"California & Davis St, San Francisco",37.7935225 -122.3976275
Red Widow,2013,"Golden Gate Ave & Jones, San Francisco",37.7820851 -122.4122427
Rent,2005,"Treasure Island, San Francisco",37.8235515 -122.370648
Romeo Must Die,2000,"Chinatown, San Francisco",37.7941378 -122.4077914
Romeo Must Die,2000,"Embarcadero Street, San Francisco",37.7980721 -122.3968204
San Andreas,2015,"2nd St. at Townsend St., San Francisco",37.7806303 -122.3905427
San Andreas,2015,"Jefferson St. at Powell St., San Francisco",37.8085974 -122.4125358
San Andreas,2015,"Grant St. at Bush St., San Francisco",37.7905703 -122.4055726
San Andreas,2015,"Vallejo Garage Roof (Vallejo at Powell), San Francisco",37.798724 -122.4099113
San Andreas,2015,"Clay St. at Taylor, San Francisco",37.7934487 -122.4128493
San Andreas,2015,"Bay St. at Polk, San Francisco",37.8043727 -122.4234796
San Andreas,2015,"Intersection of Lombard and Hyde, San Francisco",37.8020045 -122.4196371
San Andreas,2015,"Mission between 3rd and 4th St., San Francisco",37.7725778 -122.3897598
San Andreas,2015,"555 California, San Francisco",37.7920903 -122.4036761
San Andreas,2015,"Broadway and Kearney, San Francisco",37.7980203 -122.4055234
San Andreas,2015,"Grant between Bush and Market, San Francisco",37.7904182 -122.405979
San Andreas,2015,"Coit Tower, San Francisco",37.8023949 -122.4058222
San Andreas,2015,"TransAmerica Pyramid (600 Montgomery Street), San Francisco",37.79517750000001 -122.4027787
San Andreas,2015,"Washington Square, San Francisco",37.8008473 -122.4099791
San Andreas,2015,"Battery Spencer, San Francisco",37.82771230000001 -122.4816622
San Andreas,2015,"Pier 43, San Francisco",37.809041 -122.414528
San Andreas,2015,"Vallejo St. Garage, 766 Vallejo St., San Francisco",37.798724 -122.4099113
San Andreas,2015,"Fort Baker, San Francisco",37.8360614 -122.4788979
San Andreas,2015,"AT&T Stadium, San Francisco",37.7785951 -122.3892698
San Andreas,2015,"AT&T Stadium, San Francisco",37.7785951 -122.3892698
San Andreas,2015,"Water work in SF Bay, San Francisco",37.767831 -122.40271
San Andreas,2015,"Stage Work, 47 Julian St., San Francisco",37.784383 -122.4101584
San Andreas,2015,"Hyde St. at Greenwich and Hyde St. at Lombard, San Francisco",37.801912 -122.419562
San Andreas,2015,"Asia Star Fantasy, 1126 Grant Ave., San Francisco",37.7974328 -122.4067744
San Francisco,1936,"The Barbary Coast, San Francisco",37.781907 -122.4078286
San Francisco,1936,"City Hall, San Francisco",37.7792597 -122.4192646
Sausalito,2000,"The Castro, San Francisco",37.7609082 -122.4350043
Sense8,2015,"18th Street between Guerrero and Valencia Streets, San Francisco",37.7616351 -122.4240325
Sense8,2015,"Atlas Caf�, 3049 20th St., San Francisco",37.7589457 -122.4114619
Sense8,2015,"Clarion Alley between Valencia & Mission St., San Francisco",37.7627872 -122.4210805
Sense8,2015,"Harrison & 20th, San Francisco",37.7590434 -122.4125343
Sense8,2015,"Folsom, San Francisco",37.761877 -122.4149987
Sense8,2015,"16th St., San Francisco",37.7655641 -122.4114895
Sense8,2015,"S. Van Ness, San Francisco",37.7917022 -122.4226899
Sense8,2015,"22nd St., San Francisco",37.7558455 -122.4122264
Sense8,2015,"Harrison, San Francisco",37.773267 -122.4091729
Sense8,2015,"20th, San Francisco",37.7749345 -122.4223915
Sense8,2015,"Z Space Studios; 450 Florida St., San Francisco",37.76370259999999 -122.411551
Sense8,2015,"375 Castro St. and 17th between Castro and Diamond St., San Francisco",37.7631288 -122.4349129
Sense8,2015,"Corbett St., San Francisco",37.7562696 -122.4432882
Sense8,2015,"Romain St., San Francisco",37.7562265 -122.4410428
Sense8,2015,"Market St. overpass, San Francisco",37.7734494 -122.4213231
Sense8,2015,"Grand View Ave., San Francisco",37.7533086 -122.4419451
Sense8,2015,"Vallejo Street Garage; 766 Vallejo St., San Francisco",37.798724 -122.4099113
Sense8,2015,"Laguna Honda Hospital; 375 Laguna Honda Blvd., San Francisco",37.747287 -122.4592344
Sense8,2015,"Irving St. at 9th Ave., San Francisco",37.7640497 -122.4663387
Twisted,2004,"Pier 24, San Francisco",37.789222 -122.38777
Sense8,2015,"Dolores Park, 20th St. between Church & Dolores St., San Francisco",37.762123 -122.4259082
Sense8,2015,"Palace of Fine Arts: 3306 Lyon St., San Francisco",37.8029577 -122.4491929
Sense8,2015,"Van Ness and 12th St., San Francisco",37.77362300000001 -122.4188826
Sense8,2015,"""Metzger's Apt"" 151 Alice B. Toklas Pl., San Francisco",37.7850997 -122.4205869
Sense8 - Season 2,2016,"Westerfeld House, 1198 Fulton St., San Francisco",37.7773209 -122.436447
Sense8 - Season 2,2016,"67-69 Deming St., San Francisco",37.7602857 -122.4457518
Sense8 - Season 2,2016,"The Women's Building, 3543 18th St., San Francisco",37.7615596 -122.4226539
Sense8 - Season 2,2016,"Julia Morgan Ballroom at the Merchant's Exchange Building, 465 California St., San Francisco",37.792781 -122.402175
Sense8 - Season 2,2016,"Marina Morrison Bridal, 30 Maiden Ln., San Francisco",37.7884657 -122.4043518
Sense8 - Season 2,2016,"Grace Cathedral, 1100 California St., San Francisco",37.7918581 -122.4134328
Sense8 - Season 2,2016,"San Francisco City Hall, 1 Dr. Carlton B. Goodlett Pl., San Francisco",37.7792597 -122.4192646
Sense8 - Season 2,2016,"City Lights Bookstore, 261 Columbus Ave., San Francisco",37.7976073 -122.4065603
Sense8 - Season 2,2016,"Billy Goat Hill, Castro St. & 30th St., San Francisco",37.741492 -122.4329806
Sense8 - Season 2,2016,"The Castro Theater, 429 Castro St., San Francisco",37.7620333 -122.4347591
Sense8 - Season 2,2016,"Mission Creek Harbor along Channel St., San Francisco",37.7708696 -122.3988211
Sense8 - Season 2,2016,"Grant between Sacramento and Jack Kerouac Alley, San Francisco",37.7974867 -122.4069752
Sense8 - Season 2,2016,"Castle between Union and Green, San Francisco",37.7955685 -122.4226443
Sense8 - Season 2,2016,"Green between Kearny and Montgomery, San Francisco",37.79755919999999 -122.4054381
Sense8 - Season 2,2016,"Montgomery between Green and Broadway, San Francisco",37.7975865 -122.4037614
Sense8 - Season 2,2016,"Washington between Stockton and Kearny, San Francisco",37.8012257 -122.4092224
Sense8 - Season 2,2016,"Spofford between Washington and Clay, San Francisco",37.7913539 -122.4292951
Sense8 - Season 2,2016,"Clay between Stockton and Grant, San Francisco",37.7967103 -122.4084529
Sense8 - Season 2,2016,"Filbert between Hyde and Jones, San Francisco",37.7995077 -122.4241083
Serial,1980,"Ferry Building, San Francisco",37.7955703 -122.3933208
Seven Girlfriends,1999,"Golden Gate Bridge, San Francisco",37.8190603 -122.4781232
Shadow of the Thin Man,1941,"Bay Bridge, San Francisco",37.7982799 -122.3778182
Shoot the Moon,1982,"Fairmont Hotel (950 Mason Street, Nob Hill), San Francisco",37.7923723 -122.4105611
Silicon Valley Season 4,2017,"Moscone Center Parking Garage/3rd St., San Francisco",37.7847214 -122.3993263
Silicon Valley Season 4,2017,"Howard St between 3rd and 4th St., San Francisco",37.78482899999999 -122.399965
Sister Act,1992,"St. Paul's Church (Church Street, Noe Valley), San Francisco",37.7442106 -122.4272742
Sister Act 2: Back in the Habit,1993,"St. Peter & Paul's Church (666 Filbert Street, Washington Square), San Francisco",37.8013901 -122.4101618
Sister Act 2: Back in the Habit,1993,"Maritime Museum, Building 201 (Fort Mason), San Francisco",37.806943 -122.4304005
Sister Act 2: Back in the Habit,1993,"Coit Tower, San Francisco",37.8023949 -122.4058222
Sister Act 2: Back in the Habit,1993,"CCSF Alemany Campus , San Francisco",37.7256557 -122.4510586
Sister Act 2: Back in the Habit,1993,"Carnelian Room, Bank of America Building (555 California Street, 53rd Floor), San Francisco",37.792062 -122.4037148
"Smile Again, Jenny Lee",2015,"Manor West (750 Harrison St.), San Francisco",37.781873 -122.398785
"Smile Again, Jenny Lee",2015,"475 Diamond St., San Francisco",37.7548862 -122.4365274
"Smile Again, Jenny Lee",2015,"Hyatt Hotel (555 North Point St.), San Francisco",37.8059095 -122.4161187
"Smile Again, Jenny Lee",2015,"Fairmont Hotel (950 Mason Street, Nob Hill), San Francisco",37.7923723 -122.4105611
"Smile Again, Jenny Lee",2015,"411 Shrader St., San Francisco",37.7708281 -122.4524076
"Smile Again, Jenny Lee",2015,"883 42nd Ave., San Francisco",37.7720834 -122.5027536
"Smile Again, Jenny Lee",2015,"Mason & Sacramento St, San Francisco",37.7927762 -122.4110042
"Smile Again, Jenny Lee",2015,"Unitarian Church (1187 Franklin St.), San Francisco",37.7852558 -122.4234062
"Smile Again, Jenny Lee",2015,"Huntington Park (California & Taylor Streets, Nob Hill), San Francisco",37.7921814 -122.4121737
"Smile Again, Jenny Lee",2015,"E Tutto Qua Restaurant (270 Columbus St.), San Francisco",37.797753 -122.4063
"Smile Again, Jenny Lee",2015,"1328 Portola, San Francisco",37.7401609 -122.4644488
"Smile Again, Jenny Lee",2015,"Clay St. at Sansome, San Francisco",37.7948569 -122.401515
"Smile Again, Jenny Lee",2015,"Montgomery Street at Post Street, San Francisco",37.7891114 -122.4020388
"Smile Again, Jenny Lee",2015,"333 Pacheco St at Lopez Ave., San Francisco",37.7481096 -122.4628456
"Smile Again, Jenny Lee",2015,"Mission Inn (5630 Mission St), San Francisco",37.7111874 -122.4471819
"Smile Again, Jenny Lee",2015,"87 Cervantes Blvd (beach), San Francisco",37.8037319 -122.4389606
"Smile Again, Jenny Lee",2015,"Gaspare's Pizza House (5546 Geary Blvd.), San Francisco",37.780586 -122.479152
"Smile Again, Jenny Lee",2015,"510 Noe Street & 18th St., San Francisco",37.7610313 -122.4328117
"Smile Again, Jenny Lee",2015,"Europa Caf� (4318 California St. and 5th Ave.), San Francisco",37.7852135 -122.4638934
"Smile Again, Jenny Lee",2015,"New Taraval Caf� (1054 Taraval St.), San Francisco",37.743087 -122.4777317
"Smile Again, Jenny Lee",2015,"Kansas St at 17th St., San Francisco",37.7647355 -122.4035563
"Smile Again, Jenny Lee",2015,"City Hall , San Francisco",37.7792597 -122.4192646
"Smile Again, Jenny Lee",2015,"Ocean Beach Motel (2690 46th Ave.), San Francisco",37.7363439 -122.5038779
"Smile Again, Jenny Lee",2015,"Greenwich St at Battery St, San Francisco",37.8032569 -122.4020093
"Smile Again, Jenny Lee",2015,"2100 Pacific Ave at Laguna St, San Francisco",37.7941981 -122.4300563
Sneakers,1992,"The Embarcadero, San Francisco",37.7992627 -122.3976732
Sneakers,1992,"Hills Brothers Plaza (The Embarcadero at Harrison), San Francisco",37.7899545 -122.389913
So I Married an Axe Murderer,1993,"Vesuvio Caf� (255 Columbus Avenue), San Francisco",37.797494 -122.406454
So I Married an Axe Murderer,1993,"Swedenborgian Church (2107 Lyon Street), San Francisco",37.7904157 -122.4462924
So I Married an Axe Murderer,1993,"St. John's Presbyterian Church (25 Lake Street), San Francisco",37.7866915 -122.4596833
So I Married an Axe Murderer,1993,"San Francisco Chronicle (901 Mission Street at 15th Street), San Francisco",37.7821582 -122.4065832
So I Married an Axe Murderer,1993,"Rocco's Corner (Columbus Street), San Francisco",37.8032179 -122.4146053
So I Married an Axe Murderer,1993,"Prudente's Italian Deli (1462 Grant Ave at Union), San Francisco",37.7904374 -122.4021535
So I Married an Axe Murderer,1993,"Fog City Diner (1300 Battery Street), San Francisco",37.8035474 -122.4019217
So I Married an Axe Murderer,1993,"Edinburgh Castle (950 Geary Street), San Francisco",37.7860992 -122.4189659
So I Married an Axe Murderer,1993,"City Light Bookstore (261 Columbus Avenue), San Francisco",37.7976073 -122.4065603
So I Married an Axe Murderer,1993,"Caf� Picaro 3120 16th Street, San Francisco",37.7650784 -122.4225222
So I Married an Axe Murderer,1993,"Alcatraz Island, San Francisco",37.8269775 -122.4229555
So I Married an Axe Murderer,1993,"Aladdin Terrace (off of Taylor Street, Between Filbert and Union), San Francisco",37.8003379 -122.4139531
So I Married an Axe Murderer,1993,"305 Hugo Street, San Francisco",37.7650535 -122.4613018
So I Married an Axe Murderer,1993,"1462 Grant Avenue, at Union Street, San Francisco",37.8004752 -122.4073931
Sphere,1998,"S.S. Jeremiah O'Brien, San Francisco",37.8110638 -122.4181442
Star Trek II : The Wrath of Khan,1982,"Golden Gate Park, San Francisco",37.7694208 -122.4862138
Star Trek IV: The Voyage Home,1986,"West Harbor, Marina District, San Francisco",37.805995 -122.442434
Star Trek IV: The Voyage Home,1986,"North Beach, San Francisco",37.8060532 -122.4103311
Star Trek IV: The Voyage Home,1986,"Marina Green, Marina District, San Francisco",37.8069514 -122.4393511
Star Trek IV: The Voyage Home,1986,"Kearny & Pacific Streets, San Francisco",37.7970984 -122.4053483
Star Trek IV: The Voyage Home,1986,"Intersection of Grant & Fresno Streets (North Beach), San Francisco",37.79850589999999 -122.4071906
Star Trek IV: The Voyage Home,1986,"Intersection of Columbus & Mason Streets, San Francisco",37.8021489 -122.4129282
Star Trek IV: The Voyage Home,1986,"Intersection of Columbus & Kearney Streets, San Francisco",37.7969361 -122.4053194
Star Trek IV: The Voyage Home,1986,"Golden Gate Park, San Francisco",37.7694208 -122.4862138
Star Trek IV: The Voyage Home,1986,"Golden Gate Bridge, San Francisco",37.8190603 -122.4781232
Star Trek IV: The Voyage Home,1986,"Bessie Charmichael Elementary School (375 Seventh Street, SOMA), San Francisco",37.7762375 -122.4063687
Star Trek IV: The Voyage Home,1986,"500 Block of Pacific Avenue (Chinatown), San Francisco",37.7968149 -122.4076248
Star Trek VI: The Undiscovered Country,1991,"Golden Gate Bridge, San Francisco",37.8190603 -122.4781232
Steve Jobs,2015,"War Memorial Opera House (401 Van Ness Avenue), San Francisco",37.7785999 -122.4208
Steve Jobs,2015,"Davies Symphony Hall (201 Van Ness Ave.), San Francisco",37.7776121 -122.420623
Steve Jobs,2015,"Sutter-Stockton Garage (444  Stockton), San Francisco",37.7900691 -122.4064769
Steve Jobs,2015,"California St. from Jones St. to Mason St., San Francisco",37.791357 -122.413978
Steve Jobs,2015,"Powell St. from California St. to Sutter St., San Francisco",37.7845286 -122.407737
Steve Jobs,2015,"Jackson St. from Mason St. to Powell St., San Francisco",37.7954534 -122.4117282
Steve Jobs,2015,"Intersection of Columbus and Kearny, San Francisco",37.7969361 -122.4053194
Steve Jobs,2015,"Intersection of Clay St. and Walter U Lum Plc, San Francisco",37.794351 -122.4057097
Steve Jobs,2015,"Mission St and 5th St, San Francisco",37.7827442 -122.4064991
Steve Jobs,2015,"21st and Collingswood St., San Francisco",37.7560466 -122.4357106
Steve Jobs,2015,"Castro St. between 21st an Hill St, San Francisco",37.7592435 -122.432797
Steve Jobs,2015,"21st and Sanchez St, San Francisco",37.756369 -122.4301273
Stigmata,1999,"19th and Kansas St., San Francisco",37.76090970000001 -122.4031849
Sudden Fear,1952,"Lombard Street, San Francisco",37.80098510000001 -122.4267626
Sudden Fear,1952,"The Tamalpais Building (1201 Greenwich Street at Hyde), San Francisco",37.8007589 -122.4197824
